------------------------------
test was performed using the following parameters: --mps=5000 --burst=1 --reply-every=100 --msg-size=1024 --time=300 --full-rtt
------------------------------
sockperf: [Total Run] RunTime=299.999 sec; Warm up time=400 msec; SentMessages=1499995; ReceivedMessages=14999
sockperf: ========= Printing statistics for Server No: 0
sockperf: [Valid Duration] RunTime=299.480 sec; SentMessages=1497401; ReceivedMessages=14975
sockperf: [2;35m====> avg-rtt=101.926 (std-dev=25.485)[0m
sockperf: # dropped messages = 0; # duplicated messages = 0; # out-of-order messages = 0
sockperf: [2;35mTotal 14975 observations[0m; each percentile contains 149.75 observations
sockperf: ---> <MAX> observation =  531.956
sockperf: ---> percentile 99.999 =  531.956
sockperf: ---> percentile 99.990 =  299.999
sockperf: ---> percentile 99.900 =  192.845
sockperf: ---> percentile 99.000 =  180.199
sockperf: ---> percentile 90.000 =  123.090
sockperf: ---> percentile 75.000 =  111.837
sockperf: ---> percentile 50.000 =  104.528
sockperf: ---> percentile 25.000 =   94.464
sockperf: ---> <MIN> observation =   48.650
------------------------------
packet, txTime(sec), rxTime(sec), rtt(usec)
2127, 44.981193367, 44.981307543, 114.176
2128, 45.001193365, 45.001299059, 105.694
2129, 45.021193369, 45.021297432, 104.063
2130, 45.041193369, 45.041296706, 103.337
2131, 45.061193375, 45.061297086, 103.711
2132, 45.081193377, 45.081304547, 111.170
2133, 45.101193366, 45.101320294, 126.928
2134, 45.121193367, 45.121316975, 123.608
2135, 45.141193368, 45.141315618, 122.250
2136, 45.161193381, 45.161324393, 131.012
2137, 45.181193368, 45.181321986, 128.618
2138, 45.201193363, 45.201320112, 126.749
2139, 45.221193368, 45.221316158, 122.790
2140, 45.241193365, 45.241315227, 121.862
2141, 45.261193370, 45.261317342, 123.972
2142, 45.281193362, 45.281315838, 122.476
2143, 45.301193363, 45.301322313, 128.950
2144, 45.321193363, 45.321262519, 69.156
2145, 45.341193381, 45.341262590, 69.209
2146, 45.361193364, 45.361259554, 66.190
2147, 45.381193364, 45.381259376, 66.012
2148, 45.401193367, 45.401259240, 65.873
2149, 45.421193364, 45.421271005, 77.641
2150, 45.441193370, 45.441323349, 129.979
2151, 45.461193366, 45.461314015, 120.649
2152, 45.481193362, 45.481316610, 123.248
2153, 45.501193368, 45.501314466, 121.098
2154, 45.521193370, 45.521318483, 125.113
2155, 45.541193361, 45.541315110, 121.749
2156, 45.561193368, 45.561316239, 122.871
2157, 45.581193362, 45.581316873, 123.511
2158, 45.601193377, 45.601314537, 121.160
2159, 45.621193362, 45.621316844, 123.482
2160, 45.641193366, 45.641323060, 129.694
2161, 45.661193365, 45.661318526, 125.161
2162, 45.681193370, 45.681313014, 119.644
2163, 45.701193366, 45.701314270, 120.904
2164, 45.721193366, 45.721263718, 70.352
2165, 45.741193365, 45.741316185, 122.820
2166, 45.761193361, 45.761260006, 66.645
2167, 45.781193369, 45.781314272, 120.903
2168, 45.801193370, 45.801322120, 128.750
2169, 45.821193367, 45.821312916, 119.549
2170, 45.841193380, 45.841308236, 114.856
2171, 45.861193365, 45.861309364, 115.999
2172, 45.881193380, 45.881313603, 120.223
2173, 45.901193364, 45.901314912, 121.548
2174, 45.921193365, 45.921295923, 102.558
2175, 45.941193368, 45.941315557, 122.189
2176, 45.961193362, 45.961317041, 123.679
2177, 45.981193363, 45.981312804, 119.441
2178, 46.001193369, 46.001312917, 119.548
2179, 46.021193368, 46.021314436, 121.068
2180, 46.041193362, 46.041317541, 124.179
2181, 46.061193358, 46.061320217, 126.859
2182, 46.081193368, 46.081315508, 122.140
2183, 46.101193368, 46.101318860, 125.492
2184, 46.121193359, 46.121315043, 121.684
2185, 46.141193368, 46.141314689, 121.321
2186, 46.161193380, 46.161315375, 121.995
2187, 46.181193364, 46.181292901, 99.537
2188, 46.201193362, 46.201327127, 133.765
2189, 46.221193368, 46.221302057, 108.689
2190, 46.241193383, 46.241283840, 90.457
2191, 46.261193380, 46.261305757, 112.377
2192, 46.281193377, 46.281297938, 104.561
2193, 46.301193363, 46.301301131, 107.768
2194, 46.321193368, 46.321294967, 101.599
2195, 46.341208867, 46.341328443, 119.576
2196, 46.361193366, 46.361314750, 121.384
2197, 46.381193369, 46.381295600, 102.231
2198, 46.401193365, 46.401326178, 132.813
2199, 46.421193364, 46.421301294, 107.930
2200, 46.441193365, 46.441378024, 184.659
2201, 46.461193366, 46.461306586, 113.220
2202, 46.481193367, 46.481303330, 109.963
2203, 46.501193368, 46.501259552, 66.184
2204, 46.521193365, 46.521263186, 69.821
2205, 46.541193369, 46.541302460, 109.091
2206, 46.561193368, 46.561304621, 111.253
2207, 46.581193361, 46.581296808, 103.447
2208, 46.601193362, 46.601260057, 66.695
2209, 46.621193368, 46.621302306, 108.938
2210, 46.641193365, 46.641304322, 110.957
2211, 46.661193365, 46.661299113, 105.748
2212, 46.681193365, 46.681296733, 103.368
2213, 46.701193365, 46.701306478, 113.113
2214, 46.721193366, 46.721305040, 111.674
2215, 46.741193381, 46.741309857, 116.476
2216, 46.761193363, 46.761256926, 63.563
2217, 46.781193368, 46.781299144, 105.776
2218, 46.801193365, 46.801300503, 107.138
2219, 46.821193361, 46.821300953, 107.592
2220, 46.841193368, 46.841313512, 120.144
2221, 46.861193365, 46.861300617, 107.252
2222, 46.881193362, 46.881298314, 104.952
2223, 46.901193368, 46.901256852, 63.484
2224, 46.921193367, 46.921303074, 109.707
2225, 46.941193365, 46.941256390, 63.025
2226, 46.961193363, 46.961280951, 87.588
2227, 46.981193365, 46.981258897, 65.532
2228, 47.001193366, 47.001260853, 67.487
2229, 47.021193363, 47.021294485, 101.122
2230, 47.041193364, 47.041293937, 100.573
2231, 47.061193370, 47.061293482, 100.112
2232, 47.081193365, 47.081290894, 97.529
2233, 47.101193364, 47.101289914, 96.550
2234, 47.121193365, 47.121279462, 86.097
2235, 47.141193368, 47.141258880, 65.512
2236, 47.161193366, 47.161262446, 69.080
2237, 47.181193364, 47.181258660, 65.296
2238, 47.201193371, 47.201261705, 68.334
2239, 47.221193362, 47.221275472, 82.110
2240, 47.241193365, 47.241323396, 130.031
2241, 47.261193365, 47.261315108, 121.743
2242, 47.281193366, 47.281296943, 103.577
2243, 47.301193368, 47.301318825, 125.457
2244, 47.321193367, 47.321260232, 66.865
2245, 47.341193365, 47.341262209, 68.844
2246, 47.361193368, 47.361264681, 71.313
2247, 47.381193369, 47.381264030, 70.661
2248, 47.401193364, 47.401321562, 128.198
2249, 47.421193368, 47.421322816, 129.448
2250, 47.441193362, 47.441322133, 128.771
2251, 47.461193363, 47.461320164, 126.801
2252, 47.481193368, 47.481319872, 126.504
2253, 47.501193364, 47.501317909, 124.545
2254, 47.521193362, 47.521317012, 123.650
2255, 47.541193378, 47.541259953, 66.575
2256, 47.561193368, 47.561318019, 124.651
2257, 47.581193365, 47.581316657, 123.292
2258, 47.601193370, 47.601321741, 128.371
2259, 47.621193362, 47.621318349, 124.987
2260, 47.641193368, 47.641317787, 124.419
2261, 47.661193371, 47.661261425, 68.054
2262, 47.681193367, 47.681293509, 100.142
2263, 47.701193368, 47.701262180, 68.812
2264, 47.721193379, 47.721260192, 66.813
2265, 47.741193365, 47.741260052, 66.687
2266, 47.761193365, 47.761260907, 67.542
2267, 47.781193364, 47.781322607, 129.243
2268, 47.801193362, 47.801314304, 120.942
2269, 47.821193362, 47.821261048, 67.686
2270, 47.841193362, 47.841315635, 122.273
2271, 47.861193365, 47.861315194, 121.829
2272, 47.881193366, 47.881314891, 121.525
2273, 47.901193363, 47.901314564, 121.201
2274, 47.921193366, 47.921317521, 124.155
2275, 47.941193368, 47.941318703, 125.335
2276, 47.961193365, 47.961316320, 122.955
2277, 47.981193365, 47.981294986, 101.621
2278, 48.001193369, 48.001315354, 121.985
2279, 48.021193368, 48.021315592, 122.224
2280, 48.041193360, 48.041318053, 124.693
2281, 48.061193366, 48.061275100, 81.734
2282, 48.081193365, 48.081291476, 98.111
2283, 48.101193370, 48.101294011, 100.641
2284, 48.121193380, 48.121325120, 131.740
2285, 48.141193370, 48.141303822, 110.452
2286, 48.161193363, 48.161368665, 175.302
2287, 48.181193364, 48.181301403, 108.039
2288, 48.201193366, 48.201297283, 103.917
2289, 48.221193364, 48.221304010, 110.646
2290, 48.241193366, 48.241256587, 63.221
2291, 48.261193363, 48.261255772, 62.409
2292, 48.281193363, 48.281254812, 61.449
2293, 48.301193368, 48.301261883, 68.515
2294, 48.321193369, 48.321255909, 62.540
2295, 48.341193363, 48.341255852, 62.489
2296, 48.361193362, 48.361292948, 99.586
2297, 48.381193362, 48.381270312, 76.950
2298, 48.401193366, 48.401318632, 125.266
2299, 48.421193366, 48.421260370, 67.004
2300, 48.441193364, 48.441315599, 122.235
2301, 48.461193375, 48.461299656, 106.281
2302, 48.481193367, 48.481294551, 101.184
2303, 48.501193363, 48.501295253, 101.890
2304, 48.521193365, 48.521317764, 124.399
2305, 48.541193365, 48.541264175, 70.810
2306, 48.561193366, 48.561301926, 108.560
2307, 48.581193373, 48.581299405, 106.032
2308, 48.601193366, 48.601312321, 118.955
2309, 48.621193362, 48.621307063, 113.701
2310, 48.641193370, 48.641306095, 112.725
2311, 48.661193365, 48.661258914, 65.549
2312, 48.681193362, 48.681300795, 107.433
2313, 48.701193368, 48.701306945, 113.577
2314, 48.721193364, 48.721259520, 66.156
2315, 48.741193362, 48.741297965, 104.603
2316, 48.761203246, 48.761270713, 67.467
2317, 48.781193361, 48.781294160, 100.799
2318, 48.801193362, 48.801299011, 105.649
2319, 48.821193364, 48.821302629, 109.265
2320, 48.841193370, 48.841260842, 67.472
2321, 48.861193365, 48.861255741, 62.376
2322, 48.881193365, 48.881254481, 61.116
2323, 48.901193367, 48.901255729, 62.362
2324, 48.921193363, 48.921297038, 103.675
2325, 48.941193359, 48.941286507, 93.148
2326, 48.961193366, 48.961283998, 90.632
2327, 48.981193365, 48.981293455, 100.090
2328, 49.001193369, 49.001294604, 101.235
2329, 49.021193364, 49.021297882, 104.518
2330, 49.041193362, 49.041309866, 116.504
2331, 49.061193364, 49.061302342, 108.978
2332, 49.081193368, 49.081299738, 106.370
2333, 49.101193365, 49.101300177, 106.812
2334, 49.121193364, 49.121299421, 106.057
2335, 49.141193369, 49.141299371, 106.002
2336, 49.161193368, 49.161306508, 113.140
2337, 49.181193365, 49.181305451, 112.086
2338, 49.201193370, 49.201311038, 117.668
2339, 49.221193364, 49.221300568, 107.204
2340, 49.241193365, 49.241255279, 61.914
2341, 49.261193364, 49.261300084, 106.720
2342, 49.281193365, 49.281299671, 106.306
2343, 49.301193360, 49.301299897, 106.537
2344, 49.321193363, 49.321273821, 80.458
2345, 49.341193368, 49.341280528, 87.160
2346, 49.361193366, 49.361273110, 79.744
2347, 49.381193363, 49.381295951, 102.588
2348, 49.401193366, 49.401293422, 100.056
2349, 49.421193364, 49.421258602, 65.238
2350, 49.441193364, 49.441275600, 82.236
2351, 49.461193364, 49.461276424, 83.060
2352, 49.481193366, 49.481272500, 79.134
2353, 49.501193367, 49.501252254, 58.887
2354, 49.521193364, 49.521294244, 100.880
2355, 49.541193365, 49.541271918, 78.553
2356, 49.561193365, 49.561292898, 99.533
2357, 49.581193361, 49.581290651, 97.290
2358, 49.601193368, 49.601291525, 98.157
2359, 49.621193367, 49.621267015, 73.648
2360, 49.641193367, 49.641303388, 110.021
2361, 49.661193365, 49.661301402, 108.037
2362, 49.681193364, 49.681289976, 96.612
2363, 49.701193359, 49.701261607, 68.248
2364, 49.721193363, 49.721303912, 110.549
2365, 49.741193363, 49.741300366, 107.003
2366, 49.761193364, 49.761299825, 106.461
2367, 49.781193365, 49.781260173, 66.808
2368, 49.801193364, 49.801296338, 102.974
2369, 49.821193365, 49.821299891, 106.526
2370, 49.841193373, 49.841301165, 107.792
2371, 49.861193366, 49.861302316, 108.950
2372, 49.881193363, 49.881300812, 107.449
2373, 49.901193369, 49.901299456, 106.087
2374, 49.921193361, 49.921303667, 110.306
2375, 49.941193366, 49.941302045, 108.679
2376, 49.961193367, 49.961260928, 67.561
2377, 49.981193364, 49.981259057, 65.693
2378, 50.001193379, 50.001259962, 66.583
2379, 50.021193364, 50.021262173, 68.809
2380, 50.041193368, 50.041305410, 112.042
2381, 50.061193364, 50.061302634, 109.270
2382, 50.081193368, 50.081298475, 105.107
2383, 50.101193363, 50.101299545, 106.182
2384, 50.121193363, 50.121297884, 104.521
2385, 50.141193364, 50.141299811, 106.447
2386, 50.161193362, 50.161298015, 104.653
2387, 50.181193359, 50.181298276, 104.917
2388, 50.201193365, 50.201301703, 108.338
2389, 50.221193360, 50.221299886, 106.526
2390, 50.241193365, 50.241306992, 113.627
2391, 50.261193360, 50.261293950, 100.590
2392, 50.281193365, 50.281302885, 109.520
2393, 50.301193370, 50.301262702, 69.332
2394, 50.321193380, 50.321300979, 107.599
2395, 50.341193364, 50.341300689, 107.325
2396, 50.361193378, 50.361299354, 105.976
2397, 50.381193368, 50.381300564, 107.196
2398, 50.401193370, 50.401299331, 105.961
2399, 50.421193365, 50.421322986, 129.621
2400, 50.441193362, 50.441310411, 117.049
2401, 50.461193379, 50.461312483, 119.104
2402, 50.481193368, 50.481258375, 65.007
2403, 50.501193370, 50.501305963, 112.593
2404, 50.521193364, 50.521303228, 109.864
2405, 50.541193363, 50.541309713, 116.350
2406, 50.561193365, 50.561306265, 112.900
2407, 50.581193359, 50.581303494, 110.135
2408, 50.601193365, 50.601292853, 99.488
2409, 50.621193377, 50.621313475, 120.098
2410, 50.641193362, 50.641308566, 115.204
2411, 50.661193367, 50.661319579, 126.212
2412, 50.681193360, 50.681301493, 108.133
2413, 50.701193365, 50.701306839, 113.474
2414, 50.721193372, 50.721259091, 65.719
2415, 50.741193363, 50.741298113, 104.750
2416, 50.761193362, 50.761303374, 110.012
2417, 50.781193364, 50.781309463, 116.099
2418, 50.801193363, 50.801304220, 110.857
2419, 50.821193370, 50.821297336, 103.966
2420, 50.841193367, 50.841297082, 103.715
2421, 50.861193360, 50.861297840, 104.480
2422, 50.881196862, 50.881258071, 61.209
2423, 50.901193368, 50.901296021, 102.653
2424, 50.921193366, 50.921298600, 105.234
2425, 50.941193362, 50.941302663, 109.301
2426, 50.961193368, 50.961300262, 106.894
2427, 50.981193371, 50.981302696, 109.325
2428, 51.001193363, 51.001298563, 105.200
2429, 51.021193365, 51.021303638, 110.273
2430, 51.041193362, 51.041315054, 121.692
2431, 51.061193364, 51.061310847, 117.483
2432, 51.081193365, 51.081309424, 116.059
2433, 51.101193363, 51.101305866, 112.503
2434, 51.121193360, 51.121302987, 109.627
2435, 51.141193365, 51.141263921, 70.556
2436, 51.161193363, 51.161297921, 104.558
2437, 51.181193362, 51.181298928, 105.566
2438, 51.201193362, 51.201303516, 110.154
2439, 51.221193358, 51.221266761, 73.403
2440, 51.241193362, 51.241295719, 102.357
2441, 51.261193375, 51.261300564, 107.189
2442, 51.281193363, 51.281292491, 99.128
2443, 51.301193363, 51.301299268, 105.905
2444, 51.321193376, 51.321302013, 108.637
2445, 51.341193362, 51.341256762, 63.400
2446, 51.361193385, 51.361256179, 62.794
2447, 51.381193362, 51.381259015, 65.653
2448, 51.401193368, 51.401259054, 65.686
2449, 51.421193364, 51.421257407, 64.043
2450, 51.441193365, 51.441260824, 67.459
2451, 51.461193362, 51.461298887, 105.525
2452, 51.481193365, 51.481299118, 105.753
2453, 51.501193364, 51.501299206, 105.842
2454, 51.521193364, 51.521300231, 106.867
2455, 51.541193367, 51.541298417, 105.050
2456, 51.561193360, 51.561298418, 105.058
2457, 51.581193361, 51.581297164, 103.803
2458, 51.601193365, 51.601304497, 111.132
2459, 51.621193365, 51.621305098, 111.733
2460, 51.641193365, 51.641307822, 114.457
2461, 51.661193363, 51.661287481, 94.118
2462, 51.681193362, 51.681299337, 105.975
2463, 51.701193362, 51.701289498, 96.136
2464, 51.721193364, 51.721294766, 101.402
2465, 51.741193366, 51.741296695, 103.329
2466, 51.761193369, 51.761295608, 102.239
2467, 51.781193370, 51.781293660, 100.290
2468, 51.801193368, 51.801317091, 123.723
2469, 51.821193364, 51.821309829, 116.465
2470, 51.841193364, 51.841299938, 106.574
2471, 51.861202828, 51.861313202, 110.374
2472, 51.881193368, 51.881291953, 98.585
2473, 51.901193373, 51.901258626, 65.253
2474, 51.921193362, 51.921305625, 112.263
2475, 51.941193364, 51.941257490, 64.126
2476, 51.961193363, 51.961305031, 111.668
2477, 51.981193370, 51.981300975, 107.605
2478, 52.001193362, 52.001304313, 110.951
2479, 52.021193367, 52.021301288, 107.921
2480, 52.041193370, 52.041304242, 110.872
2481, 52.061193362, 52.061298610, 105.248
2482, 52.081193360, 52.081299635, 106.275
2483, 52.101193365, 52.101297878, 104.513
2484, 52.121193379, 52.121289363, 95.984
2485, 52.141193362, 52.141305875, 112.513
2486, 52.161193369, 52.161307586, 114.217
2487, 52.181193360, 52.181297762, 104.402
2488, 52.201193362, 52.201300494, 107.132
2489, 52.221193366, 52.221369657, 176.291
2490, 52.241193365, 52.241308253, 114.888
2491, 52.261193365, 52.261323365, 130.000
2492, 52.281193361, 52.281366965, 173.604
2493, 52.301193368, 52.301362441, 169.073
2494, 52.321193363, 52.321368264, 174.901
2495, 52.341193366, 52.341365447, 172.081
2496, 52.361193368, 52.361368329, 174.961
2497, 52.381193365, 52.381366640, 173.275
2498, 52.401193368, 52.401324783, 131.415
2499, 52.421193378, 52.421324933, 131.555
2500, 52.441193368, 52.441328658, 135.290
2501, 52.461193364, 52.461370010, 176.646
2502, 52.481193362, 52.481366974, 173.612
2503, 52.501193368, 52.501331193, 137.825
2504, 52.521193362, 52.521366420, 173.058
2505, 52.541193365, 52.541301940, 108.575
2506, 52.561193364, 52.561366642, 173.278
2507, 52.581193365, 52.581299357, 105.992
2508, 52.601193366, 52.601294937, 101.571
2509, 52.621193367, 52.621257609, 64.242
2510, 52.641193363, 52.641300534, 107.171
2511, 52.661193363, 52.661301284, 107.921
2512, 52.681193376, 52.681304466, 111.090
2513, 52.701193364, 52.701261816, 68.452
2514, 52.721193361, 52.721302523, 109.162
2515, 52.741193365, 52.741291469, 98.104
2516, 52.761193363, 52.761294221, 100.858
2517, 52.781193368, 52.781286656, 93.288
2518, 52.801193377, 52.801307877, 114.500
2519, 52.821193364, 52.821251154, 57.790
2520, 52.841193375, 52.841290396, 97.021
2521, 52.861193361, 52.861293452, 100.091
2522, 52.881193364, 52.881291680, 98.316
2523, 52.901193360, 52.901293060, 99.700
2524, 52.921193363, 52.921293206, 99.843
2525, 52.941193365, 52.941292116, 98.751
2526, 52.961193365, 52.961298114, 104.749
2527, 52.981193371, 52.981257011, 63.640
2528, 53.001193368, 53.001252799, 59.431
2529, 53.021193365, 53.021248592, 55.227
2530, 53.041193368, 53.041252734, 59.366
2531, 53.061193365, 53.061263383, 70.018
2532, 53.081193359, 53.081254417, 61.058
2533, 53.101193366, 53.101255072, 61.706
2534, 53.121193367, 53.121276236, 82.869
2535, 53.141193367, 53.141261649, 68.282
2536, 53.161193364, 53.161307248, 113.884
2537, 53.181193364, 53.181297916, 104.552
2538, 53.201193368, 53.201304531, 111.163
2539, 53.221193365, 53.221258914, 65.549
2540, 53.241193364, 53.241315185, 121.821
2541, 53.261193364, 53.261306810, 113.446
2542, 53.281193365, 53.281301372, 108.007
2543, 53.301193375, 53.301304069, 110.694
2544, 53.321193368, 53.321297571, 104.203
2545, 53.341193363, 53.341301715, 108.352
2546, 53.361193362, 53.361299700, 106.338
2547, 53.381193368, 53.381299067, 105.699
2548, 53.401193369, 53.401306780, 113.411
2549, 53.421193379, 53.421301334, 107.955
2550, 53.441193375, 53.441298404, 105.029
2551, 53.461193368, 53.461299707, 106.339
2552, 53.481193369, 53.481260953, 67.584
2553, 53.501193368, 53.501302228, 108.860
2554, 53.521193365, 53.521301918, 108.553
2555, 53.541193368, 53.541298108, 104.740
2556, 53.561193368, 53.561302944, 109.576
2557, 53.581193367, 53.581256711, 63.344
2558, 53.601193365, 53.601259869, 66.504
2559, 53.621193367, 53.621259287, 65.920
2560, 53.641193362, 53.641257443, 64.081
2561, 53.661193364, 53.661298566, 105.202
2562, 53.681193365, 53.681301795, 108.430
2563, 53.701193367, 53.701298925, 105.558
2564, 53.721193362, 53.721300672, 107.310
2565, 53.741193371, 53.741306027, 112.656
2566, 53.761193376, 53.761294764, 101.388
2567, 53.781193363, 53.781257089, 63.726
2568, 53.801193370, 53.801299173, 105.803
2569, 53.821193362, 53.821291083, 97.721
2570, 53.841193375, 53.841305013, 111.638
2571, 53.861193382, 53.861256796, 63.414
2572, 53.881193368, 53.881301098, 107.730
2573, 53.901193366, 53.901254714, 61.348
2574, 53.921193368, 53.921298342, 104.974
2575, 53.941193363, 53.941258380, 65.017
2576, 53.961193367, 53.961300691, 107.324
2577, 53.981193367, 53.981296036, 102.669
2578, 54.001193367, 54.001265219, 71.852
2579, 54.021193381, 54.021302503, 109.122
2580, 54.041193377, 54.041310375, 116.998
2581, 54.061193365, 54.061309442, 116.077
2582, 54.081193361, 54.081274844, 81.483
2583, 54.101193365, 54.101297180, 103.815
2584, 54.121193358, 54.121297505, 104.147
2585, 54.141193362, 54.141298137, 104.775
2586, 54.161193369, 54.161299317, 105.948
2587, 54.181193368, 54.181296758, 103.390
2588, 54.201193360, 54.201296814, 103.454
2589, 54.221193361, 54.221297478, 104.117
2590, 54.241193368, 54.241304490, 111.122
2591, 54.261193365, 54.261298634, 105.269
2592, 54.281193362, 54.281296356, 102.994
2593, 54.301193368, 54.301275739, 82.371
2594, 54.321193359, 54.321275122, 81.763
2595, 54.341193370, 54.341277963, 84.593
2596, 54.361193368, 54.361256892, 63.524
2597, 54.381193368, 54.381304846, 111.478
2598, 54.401193368, 54.401261593, 68.225
2599, 54.421193369, 54.421301863, 108.494
2600, 54.441193367, 54.441301392, 108.025
2601, 54.461193370, 54.461307156, 113.786
2602, 54.481193370, 54.481303332, 109.962
2603, 54.501193368, 54.501307812, 114.444
2604, 54.521193363, 54.521302177, 108.814
2605, 54.541193379, 54.541301876, 108.497
2606, 54.561193363, 54.561298917, 105.554
2607, 54.581193367, 54.581274217, 80.850
2608, 54.601193368, 54.601322638, 129.270
2609, 54.621193370, 54.621299467, 106.097
2610, 54.641193367, 54.641260154, 66.787
2611, 54.661193363, 54.661298838, 105.475
2612, 54.681193365, 54.681297033, 103.668
2613, 54.701193362, 54.701298892, 105.530
2614, 54.721193362, 54.721288024, 94.662
2615, 54.741193364, 54.741299454, 106.090
2616, 54.761193364, 54.761298009, 104.645
2617, 54.781193365, 54.781297676, 104.311
2618, 54.801193365, 54.801370749, 177.384
2619, 54.821193359, 54.821364434, 171.075
2620, 54.841193363, 54.841379800, 186.437
2621, 54.861193364, 54.861369439, 176.075
2622, 54.881193367, 54.881377338, 183.971
2623, 54.901193379, 54.901364353, 170.974
2624, 54.921193372, 54.921324763, 131.391
2625, 54.941193367, 54.941368873, 175.506
2626, 54.961193379, 54.961366470, 173.091
2627, 54.981193362, 54.981369192, 175.830
2628, 55.001193377, 55.001324326, 130.949
2629, 55.021193380, 55.021325280, 131.900
2630, 55.041193366, 55.041368129, 174.763
2631, 55.061193364, 55.061302947, 109.583
2632, 55.081193362, 55.081301249, 107.887
2633, 55.101193361, 55.101303395, 110.034
2634, 55.121193379, 55.121317478, 124.099
2635, 55.141193382, 55.141257499, 64.117
2636, 55.161193379, 55.161305037, 111.658
2637, 55.181193376, 55.181297646, 104.270
2638, 55.201193386, 55.201261013, 67.627
2639, 55.221193376, 55.221301598, 108.222
2640, 55.241193359, 55.241312727, 119.368
2641, 55.261193362, 55.261256187, 62.825
2642, 55.281193365, 55.281294778, 101.413
2643, 55.301193368, 55.301299530, 106.162
2644, 55.321193363, 55.321258698, 65.335
2645, 55.341193363, 55.341260750, 67.387
2646, 55.361193367, 55.361279279, 85.912
2647, 55.381193364, 55.381265565, 72.201
2648, 55.401193365, 55.401261790, 68.425
2649, 55.421193365, 55.421258409, 65.044
2650, 55.441193364, 55.441271790, 78.426
2651, 55.461193359, 55.461256187, 62.828
2652, 55.481193373, 55.481297176, 103.803
2653, 55.501193360, 55.501294833, 101.473
2654, 55.521193366, 55.521291356, 97.990
2655, 55.541193365, 55.541291363, 97.998
2656, 55.561193362, 55.561291979, 98.617
2657, 55.581193360, 55.581288304, 94.944
2658, 55.601193365, 55.601289376, 96.011
2659, 55.621193364, 55.621318671, 125.307
2660, 55.641193365, 55.641300924, 107.559
2661, 55.661193378, 55.661260894, 67.516
2662, 55.681193367, 55.681307360, 113.993
2663, 55.701193365, 55.701303121, 109.756
2664, 55.721193368, 55.721298264, 104.896
2665, 55.741193368, 55.741295590, 102.222
2666, 55.761193368, 55.761302648, 109.280
2667, 55.781193367, 55.781301600, 108.233
2668, 55.801193365, 55.801299182, 105.817
2669, 55.821193364, 55.821298039, 104.675
2670, 55.841193376, 55.841296725, 103.349
2671, 55.861193368, 55.861297289, 103.921
2672, 55.881193376, 55.881297738, 104.362
2673, 55.901193367, 55.901296443, 103.076
2674, 55.921193362, 55.921255062, 61.700
2675, 55.941196963, 55.941309878, 112.915
2676, 55.961193369, 55.961298293, 104.924
2677, 55.981193368, 55.981305934, 112.566
2678, 56.001193364, 56.001298434, 105.070
2679, 56.021193368, 56.021300007, 106.639
2680, 56.041193363, 56.041315672, 122.309
2681, 56.061193361, 56.061297829, 104.468
2682, 56.081193363, 56.081299064, 105.701
2683, 56.101193360, 56.101304179, 110.819
2684, 56.121193362, 56.121296613, 103.251
2685, 56.141193364, 56.141297101, 103.737
2686, 56.161193367, 56.161294328, 100.961
2687, 56.181193363, 56.181295113, 101.750
2688, 56.201193365, 56.201299498, 106.133
2689, 56.221193359, 56.221301718, 108.359
2690, 56.241193362, 56.241304360, 110.998
2691, 56.261193364, 56.261295707, 102.343
2692, 56.281193368, 56.281296946, 103.578
2693, 56.301193367, 56.301302279, 108.912
2694, 56.321193368, 56.321259443, 66.075
2695, 56.341193364, 56.341299268, 105.904
2696, 56.361193364, 56.361300025, 106.661
2697, 56.381193382, 56.381259102, 65.720
2698, 56.401193366, 56.401305393, 112.027
2699, 56.421193364, 56.421258682, 65.318
2700, 56.441193362, 56.441296627, 103.265
2701, 56.461193368, 56.461302999, 109.631
2702, 56.481193364, 56.481305013, 111.649
2703, 56.501193359, 56.501310872, 117.513
2704, 56.521193363, 56.521302498, 109.135
2705, 56.541193367, 56.541302248, 108.881
2706, 56.561193375, 56.561289675, 96.300
2707, 56.581193369, 56.581293369, 100.000
2708, 56.601193365, 56.601247781, 54.416
2709, 56.621193364, 56.621316502, 123.138
2710, 56.641193359, 56.641297619, 104.260
2711, 56.661193368, 56.661300168, 106.800
2712, 56.681193361, 56.681295029, 101.668
2713, 56.701193360, 56.701295519, 102.159
2714, 56.721193362, 56.721293095, 99.733
2715, 56.741193362, 56.741295360, 101.998
2716, 56.761193364, 56.761300903, 107.539
2717, 56.781193390, 56.781300232, 106.842
2718, 56.801193364, 56.801300666, 107.302
2719, 56.821193379, 56.821292022, 98.643
2720, 56.841193370, 56.841250672, 57.302
2721, 56.861193368, 56.861288891, 95.523
2722, 56.881193370, 56.881290621, 97.251
2723, 56.901193364, 56.901293730, 100.366
2724, 56.921193376, 56.921293311, 99.935
2725, 56.941193364, 56.941251210, 57.846
2726, 56.961193365, 56.961282289, 88.924
2727, 56.981193363, 56.981293232, 99.869
2728, 57.001193368, 57.001295168, 101.800
2729, 57.021193362, 57.021296305, 102.943
2730, 57.041193365, 57.041289983, 96.618
2731, 57.061193366, 57.061332357, 138.991
2732, 57.081193367, 57.081299509, 106.142
2733, 57.101193366, 57.101292309, 98.943
2734, 57.121193361, 57.121326239, 132.878
2735, 57.141193362, 57.141306594, 113.232
2736, 57.161193365, 57.161307454, 114.089
2737, 57.181193360, 57.181306734, 113.374
